IssueType,DeviceType,IssueTime,IssueDetails,MobileNumber,emailId,mode,cdn,DeviceDetails,OSDetails,platform,new_Platform,AppVersion,country,state,NetworkStrength,contentID,AdvertiseVideo,userIdentifier,ContractId,Customer_Id,ComplaintId
Device/Browser Compatibility,Laptop,10/06/2022 00:00:00,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,658327917,eminchellanm@shop/pro.jp,Phone Call,Cloudfront,Android,Android 5.0,BigFlix,,Android 11,Namibia,Windhoek,,4c74861e-f636-4b9f-9e4a-e5d80c91d983,Advertise,tlee,16-3382423,1596230,727108
Multiple user accounts,TV,08/05/2022 00:00:00,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,3411357398,blissandrenn@state.gov,Chat,Akamai,Android TV,Android TV 1st Generation,Sling TV,,Android TV 12.3.2,Ghana,Accra,,c7510308-7525-4614-a5bc-0616fdbf53ef,Video,pmills,37-2283692,1785162,1344920
Offline content,Laptop,12/04/2022 00:00:00,nunc proin at turpis a pede posuere nonummy integer non velit,4849643868,brablno@cloudflare.com,Chat,Akamai,Roku,Roku OS 9.4 3rd Generation,Disney + Hotstar,,None,Saint Helena,Jamestown,,8ebf5ced-cfad-42c0-867b-8f4b6c78604b,Advertise,thomaswesley,92-7372783,1157193,1284877
Response Time in different networks,Laptop,13/03/2022 00:00:00,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,3539776842,xparamornp@buzzfeed.com,Email,Akamai,Amazon Fire TV,All Fire TV devices,Voot,,FireOS 7.6.1.3,Palestinian Territory,East Jerusalem,,0968588a-456f-4a13-8abe-361f8a54c015,Advertise,hughesemily,86-1318351,1192570,1674073
Security and anti-piracy,Laptop,11/02/2022 00:00:00,tristique in tempus sit amet sem fusce consequat nulla nisl nunc,588155683,pcrewnq@newyorker.com,Chat,Cloudfront,Universal Windows Platform (UWP),Xbox One X/S,Voot,,Windows 10,Micronesia,Palikir,,66e9797e-f785-41a1-ba0c-365e0877dd75,Video,mcdanielamber,10-2407870,1710864,1054091
Functionalities and features of the app,Desktop,02/06/2022 00:00:00,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,3656503796,ecauseynr@shinystat.com,Chat,Akamai,Samsung Tizen TV,21TV_PREMIUM2,ShemarooMe,,Extension 6.5,Jersey,Saint Helier,,24d2abfc-1393-42de-a91b-7c73e3dfb257,Video,greendanielle,43-7131099,1566750,2322684
Functionalities and features of the app,Laptop,30/07/2022 00:00:00,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis,1927850843,lnoicens@google.cn,Phone Call,Akamai,iOS,iOS Min version 12.6,Netflix,,macOS Ventura 13.0.1,Bangladesh,Dhaka,,9e130fdf-f114-4373-baeb-c9d401a03789,Video,rwall,85-1770111,1902547,1997728
Multiple user accounts,Desktop,23/09/2022 00:00:00,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel,6339677525,lholdnt@house.gov,Phone Call,Cloudfront,tvOS,tvOS 11.0,Voot,,Xcode 14.1,Sint Maarten,Philipsburg,,65acc3b8-5250-4345-87c8-2232dd367970,Advertise,brendaperez,44-5584147,1759209,1618314
Offline content,Tablets,11/01/2022 00:00:00,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,7837372077,severingtonnu@bigcartel.com,Phone Call,Cloudfront,Android,Android 5.0,Airtel Xstream,,Android 11,China,Beijing,,526a1eb0-768b-4aff-904a-7fc7eaa86fd3,Advertise,sierranelson,73-3882217,1808244,1334793
Better user interface and workability,Desktop,28/09/2022 00:00:00,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel,5123354220,mdudnynv@reverbnation.com,Phone Call,Cloudfront,Android TV,Android TV 1st Generation,BigFlix,,Android TV 12.3.2,Republic of the Congo,Brazzaville,,ec2f0369-ed2b-46f3-92b3-044db47c8450,Video,hunter25,39-5249059,1201646,469745
Playback Quality,TV,26/07/2022 00:00:00,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,5404765887,atomaskovnw@harvard.edu,Chat,Cloudfront,Roku,Roku OS 9.4 3rd Generation,Alt Balaji,,None,Montenegro,Podgorica,,44e3fa34-c4ee-494c-aa77-6d00a3a39429,Advertise,makayla19,46-9758052,1607767,951729
Response Time in different networks,Laptop,16/10/2022 00:00:00,et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,908928181,pyeardsleynx@chicagotribune.com,Phone Call,Akamai,Amazon Fire TV,All Fire TV devices,YouTube TV,,FireOS 7.6.1.3,Puerto Rico,San Juan,,e1808711-77e8-4912-95d4-c69535365d44,Video,susanriley,49-9901420,1330120,39318
Customer Support,Laptop,06/07/2022 00:00:00,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,5493170310,glambswoodny@amazon.co.jp,Phone Call,Akamai,Universal Windows Platform (UWP),Xbox One X/S,Mx Player,,Windows 10,Turkey,Ankara,,e72a48cf-55ed-4518-9851-eb05ab6de6c4,Video,chloe31,30-6893852,1326318,1352624
Device/Browser Compatibility,Mobile,20/01/2022 00:00:00,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,9209007131,ldunkerlynz@nyu.edu,Email,Akamai,Samsung Tizen TV,21TV_PREMIUM2,ShemarooMe,,Extension 6.5,Mauritius,Port Louis,,e1a94572-800c-4403-8adb-a63311452cf7,Video,heatherjackson,65-2655447,1374670,1590180
Personalized suggestions and recommendations for content,TV,03/02/2022 00:00:00,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,7281252862,trenshallo0@wikispaces.com,Chat,Akamai,iOS,iOS Min version 12.6,Airtel Xstream,,macOS Ventura 13.0.1,Nauru,Yaren,,68b67dff-2ec0-46c9-afd5-602dc982e9d9,Video,aheath,61-7643799,1524976,1355961
Security and anti-piracy,Mobile,13/08/2022 00:00:00,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,6576601328,sdartho1@redcross.org,Chat,Akamai,tvOS,tvOS 11.0,ShemarooMe,,Xcode 14.1,Belarus,Minsk,,9306fd79-0825-4051-8f18-99d7ea586d50,Video,lcopeland,64-3957432,1883700,1531429
Offline content,Desktop,21/09/2022 00:00:00,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat,7431980272,ksandellso2@shop/pro.jp,Phone Call,Akamai,Android,Android 5.0,Amazon Prime Video,,Android 11,Norway,Oslo,,e8dcffb5-acd1-48f2-920f-c19b1c15cc0b,Advertise,davidgarrett,05-1478996,1269924,2415992
Response Time in different networks,TV,16/10/2022 00:00:00,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus,8211262940,fkelletto3@go.com,Phone Call,Cloudfront,Android TV,Android TV 1st Generation,Hulu,,Android TV 12.3.2,Taiwan,Taipei,,15d660bf-d120-4465-9f9d-186b26dbfb67,Video,carolyn06,88-7698825,1597065,664615
Offline content,TV,29/07/2022 00:00:00,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at,93582234,iwoloschinskio4@google.es,Phone Call,Cloudfront,Roku,Roku OS 9.4 3rd Generation,YouTube TV,,None,Christmas Island,Flying Fish Cove,,e3dc43b9-a030-4c26-9972-617669e35fdf,Video,esnow,97-5249372,1324619,2416676
Offline content,Desktop,22/12/2021 00:00:00,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,5584129240,mschenfischo5@epa.gov,Phone Call,Akamai,Amazon Fire TV,All Fire TV devices,ShemarooMe,,FireOS 7.6.1.3,Madagascar,Antananarivo,,a37c4196-61b1-447f-a854-acaf57fc8881,Advertise,matthewday,09-7384322,1215860,1049701
Better user interface and workability,TV,15/12/2021 00:00:00,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,4727618222,lohearo6@blinklist.com,Email,Akamai,Universal Windows Platform (UWP),Xbox One X/S,Mx Player,,Windows 10,Montserrat,Plymouth,,01198a42-4b5e-4d97-bf06-cfc1bb0063e4,Advertise,coopermadison,06-6742412,1425802,939929
Playback Quality,TV,10/10/2022 00:00:00,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,4000116029,hgrosso7@aboutads.info,Phone Call,Cloudfront,Samsung Tizen TV,21TV_PREMIUM2,Hulu,,Extension 6.5,Moldova,Chisinau,,a844c133-a532-4b2d-8dfc-f21e06bfc2bc,Video,johnsonmelvin,99-6347062,1777992,135333
Better user interface and workability,Desktop,30/10/2022 00:00:00,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien,793183359,mhadigateo8@theglobeandmail.com,Chat,Akamai,iOS,iOS Min version 12.6,BigFlix,,macOS Ventura 13.0.1,Trinidad and Tobago,Port of Spain,,a2f8df0f-44dc-4c81-9e0a-b64417352102,Advertise,clarkmichael,11-4986936,1881691,534792
Personalized suggestions and recommendations for content,Tablets,21/10/2022 00:00:00,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam,3087819263,dsweetloveo9@plala.or.jp,Chat,Cloudfront,tvOS,tvOS 11.0,Airtel Xstream,,Xcode 14.1,Tunisia,Tunis,,902b87c1-0d00-4f35-b83e-8894b603c698,Video,timothy24,02-5957954,1378093,2234332
Offline content,Tablets,27/04/2022 00:00:00,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,9364300475,bsholloa@blinklist.com,Phone Call,Cloudfront,Android,Android 5.0,HBO Max,,Android 11,Bhutan,Thimphu,,e1bd493f-1bcd-44fb-8d76-c3279fb250ec,Advertise,scottmckee,71-5380381,1636229,1602246
Customer Support,Mobile,16/01/2022 00:00:00,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,3282257279,akeaneob@time.com,Chat,Akamai,Android TV,Android TV 1st Generation,Voot,,Android TV 12.3.2,Democratic Republic of the Congo,Kinshasa,,58b69f22-a9d1-4ce1-bce2-ea235ac2d254,Advertise,melindawood,64-6122708,1578419,623656
Personalized suggestions and recommendations for content,Mobile,16/08/2022 00:00:00,sit amet eleifend pede libero quis orci nullam molestie nibh in,7110347907,rgentneroc@cargocollective.com,Phone Call,Akamai,Roku,Roku OS 9.4 3rd Generation,Disney + Hotstar,,None,United Arab Emirates,Abu Dhabi,,05e82dbe-96f4-43e1-8410-a7f36a5bcfbe,Advertise,yolandascott,06-3467211,1860396,1653822
Functionalities and features of the app,Tablets,19/09/2022 00:00:00,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis,8551763342,hgolleyod@prnewswire.com,Email,Akamai,Amazon Fire TV,All Fire TV devices,Sonyliv,,FireOS 7.6.1.3,Aland Islands,Mariehamn,,946183c6-be2a-44c3-90ca-b624071ea708,Advertise,wilsonjames,44-0564902,1624943,1645029
Multiple user accounts,Mobile,27/05/2022 00:00:00,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,3529341649,jcrowcroftoe@behance.net,Email,Akamai,Universal Windows Platform (UWP),Xbox One X/S,Disney + Hotstar,,Windows 10,Sao Tome and Principe,Sao Tome,,c0721f90-a945-48e6-ac87-a9a1d2dd4e61,Advertise,rodneymunoz,12-3764668,1620731,1624354
Security and anti-piracy,Tablets,07/12/2021 00:00:00,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,583234038,bgareof@mlb.com,Email,Cloudfront,Samsung Tizen TV,21TV_PREMIUM2,ShemarooMe,,Extension 6.5,Peru,Lima,,860694ba-0259-471c-b221-39c40de8529d,Advertise,thompsonjessica,16-4695067,1562605,91921
Device/Browser Compatibility,Laptop,28/04/2022 00:00:00,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum,1694304221,vackrillog@qq.com,Chat,Akamai,iOS,iOS Min version 12.6,Eros Now,,macOS Ventura 13.0.1,Croatia,Zagreb,,3af156e2-31e0-497f-98d7-17ab200e2617,Advertise,sheryl16,22-4882931,1465475,401216
Personalized suggestions and recommendations for content,Mobile,17/03/2022 00:00:00,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,9164743152,bbuggeoh@devhub.com,Chat,Cloudfront,tvOS,tvOS 11.0,Facebook Watch,,Xcode 14.1,Mayotte,Mamoudzou,,aa9b3557-5b63-4700-8675-9c576cd747ad,Video,xmoore,85-4908157,1321302,1735271
Personalized suggestions and recommendations for content,Desktop,04/09/2022 00:00:00,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque,1295080141,gadrienneoi@over/blog.com,Chat,Akamai,Android,Android 5.0,Sonyliv,,Android 11,Latvia,Riga,,55cf1956-d0af-4aff-a556-2dab8e33680d,Video,william23,22-5047668,1396513,799324
Playback Quality,Mobile,30/07/2022 00:00:00,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in,1070788066,cmaciejakoj@cmu.edu,Chat,Cloudfront,Android TV,Android TV 1st Generation,Zee5,,Android TV 12.3.2,Morocco,Rabat,,9d12914d-efeb-4139-a1b7-6783bd428cb3,Video,oingram,16-5362478,1612911,1969357
Functionalities and features of the app,Desktop,19/02/2022 00:00:00,mi sit amet lobortis sapien sapien non mi integer ac neque,9782234842,dmarchenkook@indiatimes.com,Chat,Akamai,Roku,Roku OS 9.4 3rd Generation,Sling TV,,None,South Sudan,Juba,,f377b531-bac8-4d2f-b210-230c952bf3d2,Video,davidkane,33-4811367,1714860,802417
Customer Support,Laptop,18/12/2021 00:00:00,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum,7557769023,svellaol@ow.ly,Chat,Cloudfront,Amazon Fire TV,All Fire TV devices,Mx Player,,FireOS 7.6.1.3,Bulgaria,Sofia,,8ca3f26f-732e-4827-ad1c-4d86cfd4a4e3,Video,robinbridges,08-1797103,1566194,2165858
Multiple user accounts,Tablets,13/07/2022 00:00:00,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo,6712295041,pbirchnerom@google.it,Email,Akamai,Universal Windows Platform (UWP),Xbox One X/S,Hulu,,Windows 10,Panama,Panama City,,be62143a-3f8c-491e-8558-67515837c903,Advertise,zwilliams,08-7842429,1851627,387338
Multiple user accounts,TV,26/04/2022 00:00:00,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,5282082438,hbeaconsallon@apache.org,Email,Akamai,Samsung Tizen TV,21TV_PREMIUM2,ShemarooMe,,Extension 6.5,Kazakhstan,Astana,,ba70998b-042d-4b45-9c58-caafda9edd9d,Advertise,kduncan,06-4650069,1207853,804419
Better user interface and workability,Tablets,13/08/2022 00:00:00,nulla suspendisse potenti cras in purus eu magna vulputate luctus,7423676896,cwimlettoo@intel.com,Phone Call,Cloudfront,iOS,iOS Min version 12.6,Alt Balaji,,macOS Ventura 13.0.1,Uruguay,Montevideo,,c948514d-3793-46ec-89d8-10ab972ede46,Advertise,gilbertjohns,80-8539560,1891556,790878
Personalized suggestions and recommendations for content,TV,13/03/2022 00:00:00,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,2892358221,scranmereop@soup.io,Phone Call,Akamai,tvOS,tvOS 11.0,YouTube TV,,Xcode 14.1,Uganda,Kampala,,f2edb1f3-3636-4f73-bb76-913d08a709a2,Advertise,jack46,59-4690496,1295527,942168
Security and anti-piracy,Laptop,26/06/2022 00:00:00,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio,9860145288,hvanstoneoq@artisteer.com,Phone Call,Akamai,Android,Android 5.0,BigFlix,,Android 11,India,New Delhi,,46fb0527-a93e-4854-ae13-85d4b6913f7d,Advertise,joshuadalton,20-8279182,1184172,187619
Device/Browser Compatibility,Tablets,21/01/2022 00:00:00,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis,6538532322,mrozor@xrea.com,Email,Akamai,Android TV,Android TV 1st Generation,HBO Max,,Android TV 12.3.2,Papua New Guinea,Port Moresby,,48aaa370-7815-4112-b32e-c3b507cca2d8,Advertise,george34,44-4962683,1121429,1829671
Offline content,Tablets,28/04/2022 00:00:00,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis,6838553244,cgrinyeros@sourceforge.net,Phone Call,Cloudfront,Roku,Roku OS 9.4 3rd Generation,Peacock,,None,Cocos Islands,West Island,,52123315-9e59-46bc-a6e4-570efc2c5828,Advertise,mbutler,95-7225414,1163715,1364459
Response Time in different networks,TV,21/07/2022 00:00:00,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,5708362618,djewesot@google.co.uk,Phone Call,Akamai,Amazon Fire TV,All Fire TV devices,Mx Player,,FireOS 7.6.1.3,Curacao,Willemstad,,e72f65cd-7dbe-471d-978c-5c9e6f3a95b6,Video,riverashannon,92-0190536,1851827,1684909
Multiple user accounts,Laptop,08/07/2022 00:00:00,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,2386718379,vsexstoneou@arstechnica.com,Phone Call,Cloudfront,Universal Windows Platform (UWP),Xbox One X/S,Jio Tv,,Windows 10,Malawi,Lilongwe,,fb6358c5-4ef0-4e8f-b41b-bf024bdd3eed,Advertise,tmiller,61-9832790,1175107,1330467
Device/Browser Compatibility,Tablets,04/06/2022 00:00:00,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu,9805582248,fberntov@webnode.com,Chat,Akamai,Samsung Tizen TV,21TV_PREMIUM2,Hulu,,Extension 6.5,Solomon Islands,Honiara,,1e519eed-2512-4398-8622-ac20225af363,Advertise,adamsjennifer,45-2683980,1262341,615484
Functionalities and features of the app,Desktop,04/03/2022 00:00:00,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede,6398597419,wmillettow@omniture.com,Phone Call,Cloudfront,iOS,iOS Min version 12.6,Netflix,,macOS Ventura 13.0.1,Laos,Vientiane,,ea2e8863-2e52-4597-a113-143474a6f60d,Video,banderson,78-0256816,1847909,1905512
Response Time in different networks,Desktop,18/09/2022 00:00:00,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,2347707817,yshoveltonox@github.com,Phone Call,Akamai,tvOS,tvOS 11.0,ShemarooMe,,Xcode 14.1,Lithuania,Vilnius,,2636b461-98e6-4cd1-b8e4-4ce2ae1b0d56,Advertise,jacqueline49,90-1263371,1627071,2397144
Offline content,Laptop,08/05/2022 00:00:00,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit,4504070553,ldoctoroy@twitter.com,Phone Call,Cloudfront,Android,Android 5.0,Zee5,,Android 11,Serbia,Belgrade,,a39acf56-ba6d-4308-bda8-f1462bacdbac,Advertise,wgriffin,63-9697349,1501276,2489752
Offline content,TV,24/09/2022 00:00:00,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel,6736898552,dbravenoz@tumblr.com,Email,Cloudfront,Android TV,Android TV 1st Generation,BigFlix,,Android TV 12.3.2,Nicaragua,Managua,,598d0755-b329-4ffd-b079-e95cd34ad5b5,Video,sarah18,27-7973988,1300945,546544
Personalized suggestions and recommendations for content,Desktop,29/08/2022 00:00:00,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,2978454059,lovesenp0@meetup.com,Email,Cloudfront,Roku,Roku OS 9.4 3rd Generation,Netflix,,None,Sri Lanka,Colombo,,cdaf1af5-9e7d-4a6e-baa6-86075c57f6d9,Video,gillkathleen,57-7059618,1467259,257869
Playback Quality,TV,04/04/2022 00:00:00,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,6550896444,mkettonp1@timesonline.co.uk,Chat,Akamai,Amazon Fire TV,All Fire TV devices,Alt Balaji,,FireOS 7.6.1.3,Venezuela,Caracas,,9ee63da9-bc45-4f80-836e-0b306f4ce2c0,Video,usmith,55-0923602,1621154,1439408
Better user interface and workability,Desktop,14/07/2022 00:00:00,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan,3578361968,igaylordp2@altervista.org,Phone Call,Cloudfront,Universal Windows Platform (UWP),Xbox One X/S,Peacock,,Windows 10,North Korea,Pyongyang,,fd2bc220-171c-41ee-83f7-d1152f87f810,Advertise,millerkathryn,81-8365034,1546272,485271
Customer Support,Desktop,08/05/2022 00:00:00,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,3762597197,vsilvestonp3@sciencedaily.com,Phone Call,Akamai,Samsung Tizen TV,21TV_PREMIUM2,Eros Now,,Extension 6.5,Switzerland,Berne,,b0b5dea4-f818-4e94-9793-f951b0a809d7,Advertise,eharris,77-6173510,1223571,87000
Device/Browser Compatibility,TV,18/05/2022 00:00:00,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede,9693302370,lkrolakp4@stumbleupon.com,Phone Call,Akamai,iOS,iOS Min version 12.6,ShemarooMe,,macOS Ventura 13.0.1,Cape Verde,Praia,,ce7ac4ca-763d-4b5e-a016-9c510de65803,Advertise,justin83,11-8585051,1344883,2419538
Better user interface and workability,Mobile,23/08/2022 00:00:00,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,6409940653,gbainesp5@google.ru,Email,Akamai,tvOS,tvOS 11.0,YouTube TV,,Xcode 14.1,Spain,Madrid,,8130d553-81bd-4887-93de-8be3a5f85eb3,Advertise,ericksonalan,35-2811928,1894721,1431147
Customer Support,Mobile,09/01/2022 00:00:00,mauris vulputate elementum nullam varius nulla facilisi cras non velit,4655023643,tdaneluttip6@example.com,Chat,Akamai,Android,Android 5.0,YouTube TV,,Android 11,Dominican Republic,Santo Domingo,,d895b02b-6ea7-4d0d-83c5-b5e548acad42,Advertise,pattersontyler,56-1017055,1839877,2391064
Playback Quality,TV,16/12/2021 00:00:00,at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,9666514303,jgrimwadep7@zimbio.com,Chat,Akamai,Android TV,Android TV 1st Generation,Netflix,,Android TV 12.3.2,United States,Washington,,3e7e36dd-0c6f-470f-9fec-937b2c6099e5,Advertise,louispeterson,29-7283671,1792973,2083488
Personalized suggestions and recommendations for content,Laptop,13/03/2022 00:00:00,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in,4163999302,lsouthallp8@hao123.com,Chat,Akamai,Roku,Roku OS 9.4 3rd Generation,Alt Balaji,,None,Nigeria,Abuja,,850599de-c971-4159-92cc-a22b45df8180,Video,hillclinton,45-5974300,1604138,2302864
Security and anti-piracy,Mobile,06/02/2022 00:00:00,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium,9711198371,krizzellip9@youtube.com,Chat,Cloudfront,Amazon Fire TV,All Fire TV devices,ShemarooMe,,FireOS 7.6.1.3,Svalbard and Jan Mayen,Longyearbyen,,32016add-496c-460a-b4d5-d9e4c679dbc6,Video,wnguyen,65-3568208,1165411,2036191
Security and anti-piracy,Desktop,26/10/2022 00:00:00,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,5037476550,ypriddenpa@who.int,Email,Akamai,Universal Windows Platform (UWP),Xbox One X/S,Voot,,Windows 10,Aruba,Oranjestad,,3a87db91-17c4-4043-a450-64dd68244f3b,Advertise,parker98,07-7392365,1142707,193550
Security and anti-piracy,Desktop,15/06/2022 00:00:00,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,6593326674,brenonpb@meetup.com,Phone Call,Akamai,Samsung Tizen TV,21TV_PREMIUM2,Voot,,Extension 6.5,Guinea-Bissau,Bissau,,0eb59c8b-ebb9-4430-a523-f3d0d492b12e,Video,christianpitts,65-2343743,1511482,701282
Customer Support,Laptop,15/06/2022 00:00:00,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,8372943699,apiffepc@globo.com,Chat,Akamai,iOS,iOS Min version 12.6,ShemarooMe,,macOS Ventura 13.0.1,Iceland,Reykjavik,,32ece841-daf0-446a-983f-1c8268349c24,Video,mcintoshjennifer,16-5519723,1506652,1749484
Functionalities and features of the app,Laptop,16/11/2022 00:00:00,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio,5543720351,aphilippd@weebly.com,Phone Call,Cloudfront,tvOS,tvOS 11.0,Facebook Watch,,Xcode 14.1,Slovenia,Ljubljana,,53d0e196-957e-4bbe-91cd-9e206a83858f,Video,abond,82-5902148,1690613,1159590
Better user interface and workability,Desktop,01/09/2022 00:00:00,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet,3308358492,oevesquepe@independent.co.uk,Chat,Cloudfront,Android,Android 5.0,Sling TV,,Android 11,Paraguay,Asuncion,,72a1bd0d-9c3c-485e-9e3a-090b8f730803,Advertise,ezavala,84-2148146,1341536,1394776
Response Time in different networks,TV,28/06/2022 00:00:00,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum,339051957,mdoolypf@so/net.ne.jp,Phone Call,Akamai,Android TV,Android TV 1st Generation,Peacock,,Android TV 12.3.2,Turks and Caicos Islands,Cockburn Town,,c39684ed-2bde-429c-a746-82df744beae6,Video,beasleystephen,19-9820156,1181133,1884110
Offline content,Tablets,08/10/2022 00:00:00,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu,9353973945,tchafneypg@naver.com,Chat,Akamai,Roku,Roku OS 9.4 3rd Generation,BigFlix,,None,Georgia,Tbilisi,,a85fff96-8a29-489e-954e-ec076a989252,Advertise,michael97,17-2717162,1620525,125980
Playback Quality,Laptop,03/08/2022 00:00:00,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,4777090361,vcocksonph@qq.com,Chat,Akamai,Amazon Fire TV,All Fire TV devices,YouTube TV,,FireOS 7.6.1.3,Northern Mariana Islands,Saipan,,4046bbcc-5bfe-481e-a860-5fd74215b79b,Advertise,rroberts,70-4815162,1316293,1752673
Multiple user accounts,Tablets,02/07/2022 00:00:00,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,6499537233,ccranefieldpi@yahoo.co.jp,Chat,Cloudfront,Universal Windows Platform (UWP),Xbox One X/S,Alt Balaji,,Windows 10,Honduras,Tegucigalpa,,a6acae0f-7501-44e5-b52c-b7b3e9525d2a,Video,amywilliams,12-5624238,1214474,1053418
Functionalities and features of the app,Mobile,21/01/2022 00:00:00,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris,7453668050,lfehnerspj@mlb.com,Email,Cloudfront,Samsung Tizen TV,21TV_PREMIUM2,Jio Tv,,Extension 6.5,Greenland,Nuuk,,11bea124-f406-4e20-bee9-59cb3370918e,Video,adamsmatthew,45-9538884,1656780,1503016
Better user interface and workability,TV,03/03/2022 00:00:00,id ligula suspendisse ornare consequat lectus in est risus auctor sed,7164250464,sfianderpk@chicagotribune.com,Email,Akamai,iOS,iOS Min version 12.6,Voot,,macOS Ventura 13.0.1,Kosovo,Pristina,,718b0104-2172-4ba8-9d45-338f3bc6f755,Advertise,ebauer,75-1427871,1620879,881108
